,perc_premium_paid_by_cash_credit,age_in_days,Income,Count_3-6_months_late,Count_6-12_months_late,Count_more_than_12_months_late,application_underwriting_score,no_of_premiums_paid,residence_area_type1,sourcing_channel1,premium,renewal_prob,incentives,hours
39418,0.161,15703,156110,1.0,0.0,0.0,98.14,22,1,0,7500,0.44051855409944635,183.58777498738667,3.680654418757765
39432,0.93,23001,142640,0.0,0.0,0.0,99.86,8,1,0,9600,0.5378975171607484,267.0305615022312,4.870497431695449
39433,1.0,16068,79110,0.0,2.0,0.0,99.89,2,1,1,3300,0.044481173412496175,-211.17185976421305,-6.954185617110237
39437,0.982,15342,278180,1.0,0.0,0.0,98.62,23,1,1,9600,0.24544552086053875,126.27011323467059,2.7070377345752217
39442,0.643,17529,287300,0.0,1.0,0.0,99.29,15,0,0,13800,0.20638952469015526,157.83620537265944,3.2604404133490164
39492,1.0,10599,34640,0.0,0.0,0.0,98.66,4,1,0,1200,0.3139581276178992,-117.44863560178209,-3.4127625394035577
39498,0.99,18255,240130,5.0,0.0,0.0,99.29,14,1,0,18000,0.10063087221964638,84.80075870337043,1.910368368426515
39526,0.683,14241,115120,0.0,0.0,0.0,99.27,7,0,0,7500,0.5353475116756796,218.87979572698092,4.214321709304283
39539,0.99,12419,180090,1.0,0.0,1.0,99.46,7,1,3,11700,0.1396707974437128,69.25920507552995,1.5898687498215747
39541,0.957,25192,207850,0.0,0.0,1.0,98.94,17,1,0,11700,0.2248994524101086,144.4743582683062,3.031505548694815
39546,1.0,15345,212590,0.0,1.0,0.0,99.88,4,1,0,13800,0.1193223381190521,70.39669039852166,1.6137507790592687
39586,1.0,16067,99040,1.0,0.0,2.0,98.51,5,1,4,7500,0.1156400558507019,-18.687057571700233,-0.4782610724431158
39629,1.0,10590,57310,0.0,0.0,0.0,98.18,8,1,1,1200,0.3247276340832559,-113.77291644480346,-3.2900732464540106
39633,0.791,11326,217590,0.0,0.0,0.0,99.03,7,1,0,15900,0.564953022523182,384.24744352980565,6.173439016959733
39676,0.948,14244,60110,0.0,0.0,0.0,98.0,9,1,0,5700,0.31879953362112073,85.28954634922003,1.9202476111349365
39703,0.212,17897,189080,0.0,0.0,0.0,98.58,29,1,3,9600,0.6317524413334004,299.4322085805745,5.269624569548048
39715,0.023,21176,528060,0.0,0.0,0.0,99.05,19,1,0,39000,0.668488622027035,658.5342595006019,8.072450621082698
39720,0.442,16796,120100,3.0,0.0,0.0,98.6,16,1,3,7500,0.2192711350900391,70.20471383879197,1.6097249048585183
39751,0.0,10955,228120,0.0,0.0,0.0,98.5,12,1,0,9600,0.6180539784151572,294.9386722757197,5.216184679614965
39767,0.452,20451,551540,0.0,0.0,0.0,99.0,41,0,2,53700,0.5002518932500023,667.2050398428013,8.113784400572223
39772,0.791,17166,660080,1.0,0.0,0.0,99.7,15,1,3,3300,0.27890366865169114,-10.961139762892307,-0.27781760649586706
39802,0.995,16798,268930,0.0,0.0,0.0,97.3,11,0,0,20100,0.2780540633526453,282.804585894548,5.0688430880751145
39827,1.0,17527,97510,1.0,0.0,0.0,99.72,5,1,3,5400,0.2183408980274963,22.3694986817655,0.5438876088536704
39834,0.956,18265,217630,1.0,0.0,0.0,99.45,18,0,0,22200,0.2060482818088361,243.45373874910865,4.559065952042544
39843,1.0,14611,1285490,1.0,0.0,0.0,99.87,3,1,0,60000,0.30610523317342087,560.9948333872455,7.540155812494449
39963,0.245,23005,190540,2.0,0.0,0.0,98.96,16,1,0,13800,0.44816167609711643,303.4628441906816,5.317051267723835
39982,1.0,14976,94330,0.0,0.0,0.0,99.84,4,1,3,7500,0.35297768308781774,145.48869475523716,3.049154157654703
39986,0.156,12425,100860,0.0,0.0,0.0,98.9,12,0,1,5400,0.6683672617211148,199.37539646932947,3.925214974687062
39987,0.0,10594,56390,0.0,0.0,1.0,98.94,8,1,0,5700,0.24270868445567023,44.89488366519991,1.0616779283851319
39997,0.754,12787,117510,1.0,2.0,0.0,99.6,6,0,2,1200,0.07988203750801635,-248.59539787501572,-8.616971067190589
40000,0.948,9860,144130,0.0,0.0,0.0,98.68,8,1,0,5400,0.4571847857607149,133.9025036552355,2.8448753527501047
40009,0.613,15338,234690,0.0,0.0,0.0,98.97,6,1,1,7500,0.5396816685868748,220.37649900393623,4.235929866985632
40012,1.0,9862,135120,1.0,1.0,1.0,99.0,8,0,1,11700,0.05212527836752533,-62.50353865346314,-1.6912878897784966
40027,0.87,20448,204050,2.0,1.0,2.0,98.78,12,0,2,9600,0.051800679286575425,-86.44412418135036,-2.412392931181755
40039,0.713,22276,431220,1.0,1.0,0.0,99.03,20,1,0,20100,0.1999747954624576,219.08232458267784,4.217250384824202
40040,0.967,16797,113750,1.0,2.0,1.0,98.87,9,1,1,3300,0.017786340876316118,-288.51144255867956,-10.570617021335282
40043,1.0,21185,102090,0.0,0.0,1.0,99.68,4,0,1,7500,0.2918977197876298,114.41222068840065,2.4876033606834183
40066,0.608,20450,285070,5.0,1.0,0.0,98.68,11,1,0,15900,0.04821130326667338,-34.42893316704652,-0.8988516002752145
40070,0.679,23737,270100,0.0,0.0,0.0,99.25,8,1,1,18000,0.7237930427742284,472.4161604750849,6.930407883165534
40103,1.0,13146,144070,1.0,2.0,0.0,99.21,7,1,3,1200,0.09095564774052182,-237.48092173163255,-8.106797084763029
40130,0.1,12059,127350,1.0,0.0,0.0,94.69,12,1,0,5400,0.41073505295921414,116.49994924436305,2.526710827156131
40138,0.509,18993,102040,2.0,0.0,0.0,99.46,7,0,0,5400,0.27906622965878275,57.287945797246934,1.3343647860044427
40145,0.891,14606,107520,1.0,0.0,0.0,97.36,14,0,2,5400,0.10722521768929943,-68.68968376588998,-1.8735032801266693
40148,1.0,21178,82150,0.0,0.0,0.0,99.59,3,0,0,3300,0.4066301623786299,40.53354494060602,0.9636870594968594
40150,0.928,15339,286230,0.0,0.0,0.0,99.18,9,1,2,18000,0.5190573469040591,393.2010369663765,6.2581411727954865
40165,1.0,9133,126140,1.0,2.0,0.0,99.56,6,0,0,1200,0.08858540946212257,-239.76127894991214,-8.210316795375302
40203,0.783,18255,132990,2.0,1.0,0.0,98.5,15,0,0,5400,0.042988682765559845,-167.65332633860874,-5.20643067095262
40235,0.236,14976,182220,0.0,1.0,0.0,99.08,7,0,3,7500,0.2234409532148748,73.02463577701788,1.6686666986921561
40238,0.991,8405,45050,0.0,0.0,0.0,99.43,4,1,0,3300,0.28891165444734795,-6.32803282822482,-0.15945882082264884
40246,0.559,23007,104570,0.0,0.0,0.0,99.47,13,0,0,7500,0.525811358004483,215.55437161685376,4.166021629477674
40276,0.0,13885,99580,0.0,0.0,0.0,99.05,11,1,0,5400,0.7905221300660629,230.32886709411744,4.37757578849849
40281,0.681,10591,55190,0.0,0.0,0.0,99.01,7,1,1,3300,0.4856042134544651,66.3485682078399,1.5284484604365989
40287,0.982,18261,162590,0.0,3.0,0.0,99.16,9,1,2,7500,0.07627233071442166,-70.12410692588811,-1.9161587872122654
40299,0.402,13512,240120,3.0,0.0,0.0,99.19,16,0,2,5400,0.31650930951686096,75.9871293658615,1.7301425690739303
40302,0.221,12782,48070,1.0,0.0,0.0,99.35,9,0,0,5700,0.4581974812309428,143.2262415263367,3.0097278535042338
40359,0.001,10590,90120,0.0,3.0,2.0,98.21,7,1,2,5400,0.07518150841155885,-109.27172141016335,-3.141358528927185
40402,0.775,16802,90110,1.0,0.0,5.0,97.56,12,1,1,5400,0.08727737180691185,-92.57573847939909,-2.604128754267512
40410,0.067,22273,315050,0.0,0.0,1.0,99.6,17,1,0,9600,0.43437261185685316,225.93089353780138,4.315416513622305
40434,0.78,27016,60100,0.0,0.0,0.0,98.08,13,1,0,5700,0.45634921593824596,142.55236766937574,2.9979415240363227
40437,0.707,12782,135090,2.0,0.0,0.0,98.48,22,1,2,9600,0.15870144643311293,58.89103717890398,1.369024798473607
40443,0.873,16439,240080,2.0,0.0,0.0,99.12,11,0,1,13800,0.1738175353775075,129.17828740669296,2.7598684619081624
40493,0.117,23730,243100,0.0,0.0,0.0,99.75,13,0,3,11700,0.8176955562274381,398.63732455883684,6.308651709854658
40509,0.321,27016,129040,1.0,0.0,0.0,99.54,5,0,0,5400,0.4725888838744283,139.37700595445904,2.942135139256913
40551,1.0,12416,168030,0.0,3.0,3.0,98.81,8,0,4,9600,0.045500790740096525,-101.14360757230291,-2.8770172247136716
40552,0.06,20448,139870,3.0,0.0,0.0,98.36,18,0,0,7500,0.4328452374349851,180.4896581487927,3.631519203709064
40603,0.427,20082,200060,0.0,0.0,0.0,98.8,16,0,1,13800,0.5761603909414733,357.0132364513006,5.903831593067377
40612,1.0,17164,93050,1.0,0.0,0.0,98.5,5,1,0,7500,0.2001702349046769,56.73542889442905,1.3223867404946954
40616,0.639,17165,180140,1.0,2.0,0.0,98.99,5,1,2,11700,0.0648253758679944,-35.764186859900285,-0.9352942212328808
40625,0.794,17162,131740,0.0,0.0,0.0,99.07,9,0,3,5400,0.5090444641298624,151.81450754109866,3.1582138940939277
40648,0.968,11322,85860,0.0,0.0,0.0,99.56,4,1,0,1200,0.41057689781018775,-87.5092010666241,-2.4454873537641597
40665,0.056,31400,237600,0.0,0.0,0.0,98.96,19,1,1,13800,0.777895897361419,425.5175421753076,6.548561027522251
40671,1.0,16801,138030,4.0,2.0,1.0,98.9,9,1,2,13800,0.043065121252831864,-65.59340431050653,-1.7819488741344847
40681,0.0,17161,421650,0.0,0.0,2.0,98.84,16,1,0,28500,0.2992625562083165,372.5764616717667,6.060144928245569
40694,1.0,23367,46710,0.0,1.0,0.0,99.86,3,0,0,5400,0.16939060265705924,-11.769952056005062,-0.2986206947160164
40716,0.625,29936,232630,0.0,0.0,0.0,99.28,17,0,1,11700,0.5080494406763363,295.31258179470257,5.220654375425604
40735,0.093,19360,352590,3.0,0.0,0.0,99.55,29,0,0,24300,0.42340112607757346,415.5198393167839,6.461207756775718
40737,0.561,9501,46440,2.0,0.0,2.0,99.53,7,1,1,3300,0.11504373279589802,-116.6166681048814,-3.3848940753295764
40784,0.749,13514,257320,2.0,0.0,0.0,98.46,14,1,0,15900,0.15546664642256014,134.11046704288208,2.8485943957870354
40786,0.573,13882,162110,0.0,1.0,0.0,99.32,12,0,0,13800,0.1980172856409055,150.81682779164422,3.141127816289495
40813,0.356,12057,74940,0.0,3.0,0.0,98.07,7,0,0,3300,0.13102519770476462,-102.28140958161879,-2.9136981096423553
40825,0.547,19356,134050,1.0,1.0,0.0,99.27,8,1,2,9600,0.10114908089404505,-3.906801422774947,-0.09814856402263095
40838,0.216,18991,180150,3.0,0.0,0.0,96.14,17,0,3,7500,0.24789401912815054,88.79689315740946,1.9907841484626865
40842,0.0,9495,111120,2.0,0.0,1.0,99.3,8,1,0,5400,0.18974771013610436,3.2540027901378017,0.08102007350788587
40855,0.38,14612,309130,0.0,0.0,0.0,99.13,17,0,1,13800,0.673106285260994,391.87176441614247,6.245685612650886
40872,0.974,9502,75040,2.0,2.0,0.0,98.97,8,0,0,3300,0.039958250079212165,-220.84932551191625,-7.369371678031056
40874,0.018,22641,255050,0.0,0.0,0.0,99.46,21,1,1,30600,0.8167248620910923,646.3801852890035,8.012982780182295
40902,0.509,20087,262590,1.0,2.0,0.0,99.27,7,1,3,18000,0.14571800704839383,143.94029021166227,3.0221952089107273
40909,0.683,11691,102060,0.0,0.0,0.0,99.48,5,0,0,5400,0.5469646927943934,164.05645244032306,3.3644340494505585
40947,0.551,22637,195060,0.0,0.0,0.0,97.47,18,1,3,11700,0.3412057510840328,217.81532913576496,4.1989045514709975
40950,0.592,12060,165090,0.0,0.0,0.0,98.42,8,0,0,7500,0.47244998934619126,196.05976040322935,3.8746512597967486
40962,1.0,18259,116470,0.0,1.0,0.0,99.64,3,0,0,7500,0.16331797243874713,27.669793080001135,0.668361550745511
40963,0.065,14614,180060,0.0,2.0,0.0,99.75,8,0,3,7500,0.15503912735980327,20.45276455823114,0.4984667378583718
40965,0.958,14614,37330,0.0,0.0,0.0,98.92,6,0,0,5700,0.3670109886295735,107.18707125697057,2.350674952572235
40969,0.912,12782,127350,0.0,0.0,0.0,98.54,9,1,1,7500,0.4140557475983842,172.72466520401423,3.5066834166027316
40983,0.241,13510,90140,1.0,0.0,0.0,98.04,14,1,2,3300,0.38221647622175886,31.773359938052113,0.7636046754388159
40999,0.928,20810,189120,0.0,2.0,0.0,98.88,14,0,0,13800,0.10796573345191086,55.62674998409564,1.2983016606065079
41030,0.873,10965,180080,0.0,0.0,0.0,98.74,11,1,0,5400,0.4105226395441609,116.41701104445806,2.525161113620207
41050,1.0,19723,282450,0.0,0.0,1.0,98.1,13,0,0,13800,0.1441802156119577,99.30891814027478,2.1985251617920873
41056,0.144,16432,204030,0.0,1.0,1.0,98.88,12,1,3,11700,0.11908877408664434,45.918799712083,1.084528897568301
41061,1.0,20820,124280,2.0,1.0,1.0,98.17,9,0,1,5400,0.036519129123529066,-183.55569429486985,-5.823154290736225
41067,0.587,16431,360150,0.0,0.0,0.0,98.65,13,0,0,9600,0.4647233871210776,238.68030305569928,4.493747111131717
41090,0.024,25194,129150,0.0,0.0,0.0,98.92,18,1,2,5400,0.7256763470073972,214.38444952309905,4.148933401314431
41095,0.495,19725,210060,0.0,0.0,0.0,99.58,11,1,0,13800,0.5712796801444833,355.14470220250996,5.8846522539861486
41201,0.666,18258,208540,0.0,0.0,0.0,98.37,14,1,1,11700,0.36418130105491686,229.98026257860926,4.372673646502143
41206,0.995,14980,117510,0.0,0.0,0.0,99.45,10,0,0,1200,0.4374460187422637,-80.19456071374735,-2.219969951484213
41216,0.951,9863,99060,1.0,0.0,0.0,99.52,12,1,2,1200,0.2046038044271949,-162.07534841266425,-4.995849518175035
41231,0.802,14608,159190,1.0,0.0,0.0,97.77,15,1,2,9600,0.14201844637301242,42.802304281212564,1.014795031343536
41232,0.549,10593,420040,1.0,1.0,0.0,99.05,14,1,0,15900,0.1695015716519945,148.48637491059043,3.101050485637604
41241,0.17,17167,150100,0.0,0.0,0.0,98.48,16,1,0,7500,0.6277150989425927,248.98777765796137,4.633823472622341
41243,1.0,10225,117600,0.0,1.0,0.0,99.7,3,1,1,11700,0.1450051974593833,74.87381174331516,1.707093062141466
41337,0.097,12423,88410,0.0,0.0,0.0,98.88,15,0,0,3300,0.6485965499147357,110.81383863407594,2.41971728532818
41339,0.741,23368,112930,0.0,0.0,0.0,99.09,11,1,3,7500,0.47258016760609556,196.10929166487276,3.87540970346521
41355,0.102,19359,61060,0.0,0.0,0.0,98.88,15,1,0,5700,0.7128359313816259,221.08938350767613,4.246193508970539
41359,0.008,14972,92190,1.0,0.0,0.0,99.66,16,0,1,5400,0.4265658778510715,122.59150664743296,2.639658534927926
41372,0.673,18257,153530,0.0,0.0,0.0,98.84,17,1,1,5400,0.4577383590618154,134.10164189265763,2.848436613474543
41373,0.892,20810,237520,0.0,0.0,1.0,98.75,10,1,1,7500,0.161220061997327,25.86820904942394,0.626237432257899
41393,0.826,17533,294190,1.0,3.0,1.0,99.16,10,1,2,13800,0.033319694157135336,-95.37181352478181,-2.6925426337550196
41400,0.599,11692,240060,1.0,0.0,1.0,99.5,8,1,3,13800,0.18239184448187198,137.09205900794873,2.9017026496802845
41417,0.354,20451,108120,1.0,0.0,0.0,99.01,13,0,1,7500,0.4807844955907111,199.21024486678763,3.9227063056292364
41432,0.93,27024,93050,2.0,0.0,0.0,99.16,8,1,0,3300,0.34386054698884844,17.093850451999316,0.41834371547648463
41433,1.0,12423,213090,0.0,0.0,0.0,99.65,8,0,2,9600,0.4820747189591888,245.69039363865176,4.589404780487623
41436,0.748,17162,167340,0.0,2.0,0.0,99.39,4,1,2,3300,0.11307828004365984,-118.48806057527104,-3.447661764540433
41445,0.0,10959,31720,0.0,0.0,0.0,97.21,6,1,1,3300,0.6463656004392312,110.26629225963731,2.40933378934849
41449,0.965,20080,197210,0.0,0.0,0.0,99.43,16,1,3,7500,0.3822006098195306,158.92991308897348,3.278843013862316
41491,0.825,12051,139770,3.0,0.0,0.0,99.63,6,1,2,5400,0.1540244315912105,-24.07323982587231,-0.620309861551549
41508,0.541,10962,59010,1.0,1.0,0.0,99.4,6,1,0,3300,0.1574554160093595,-81.37915696052318,-2.2562129179485213
41526,0.412,16798,126090,0.0,0.0,0.0,97.85,31,0,0,5400,0.36773655255058374,99.00170489431466,2.192531069235141
41595,0.54,19718,48060,0.0,0.0,0.0,98.68,11,0,1,1200,0.4277298162726391,-82.79732285566857,-2.2997433970612624
41600,0.827,11324,181350,1.0,1.0,2.0,98.95,7,1,2,1200,0.03781296879837236,-308.2442526973755,-11.610854783570922
41601,1.0,16805,81070,3.0,0.0,1.0,97.93,20,1,1,5400,0.06403921829918525,-126.67777623442552,-3.7258310215398094
41616,0.591,16074,125070,2.0,0.0,1.0,99.07,8,1,0,11700,0.20581101689446024,129.81133837897988,2.7713178302503696
41623,0.731,15702,171090,5.0,0.0,0.0,98.87,15,1,3,11700,0.10906751575496719,33.41166621537096,0.8013574205636187
41629,0.957,15340,120100,1.0,0.0,0.0,99.08,12,1,0,7500,0.22393029691555646,73.3529179434614,1.675501464007857
41656,1.0,9866,136900,0.0,2.0,0.0,99.28,8,0,2,5400,0.132970101778566,-42.597044061513984,-1.1236970617424835
41689,1.0,14611,75120,4.0,0.0,1.0,99.35,8,0,2,3300,0.09893380250533003,-132.78691855065324,-3.9370726848961235
41700,0.859,16066,211970,0.0,0.0,0.0,99.36,12,1,0,9600,0.47070502623628335,241.11879053826934,4.527212323726255
41723,0.841,14975,296630,0.0,0.0,0.0,98.45,10,1,2,20100,0.400304272708078,359.63139183866315,5.930555053400828
41765,1.0,12783,79630,0.0,0.0,0.0,98.97,7,1,0,9600,0.39902850082767466,210.2109965336162,4.087565936766779
41768,0.915,13879,280030,1.0,0.0,0.0,98.6,13,1,0,20100,0.29443510404752316,294.4154364007306,5.209922925552513
41795,0.028,16436,235040,0.0,1.0,0.0,99.17,14,1,0,5400,0.2885205226499695,62.182896985379756,1.4397632238987035
41834,0.661,10600,36110,0.0,1.0,0.0,99.63,5,1,2,3300,0.23137896043492334,-34.92351003888676,-0.9123357345613292
41844,0.328,17899,161440,1.0,0.0,0.0,99.32,15,0,2,3300,0.42678804323323966,47.466031172119756,1.1189480301242272
41851,1.0,12050,82650,2.0,2.0,0.0,98.85,7,1,2,7500,0.031675991152932986,-165.35939079923446,-5.119473821675817
41896,0.82,15344,75050,0.0,0.0,0.0,98.3,7,0,0,3300,0.43645768096388926,50.70236984804814,1.1905133576111515
41907,0.494,15344,37470,2.0,0.0,1.0,98.29,16,1,3,3300,0.129829984405071,-103.30358072247974,-2.9467403339951703
41922,1.0,13882,57470,0.0,0.0,0.0,99.22,5,0,2,3300,0.39166239183245255,35.21259557586448,0.8426795916165752
41930,0.174,16800,462830,2.0,0.0,0.0,99.22,16,1,1,20100,0.40380472802597706,361.5534177345012,5.95006209598961
41931,1.0,13520,175050,0.0,0.0,0.0,99.2,7,1,2,13800,0.4938129603570662,323.7431246921245,5.548561593945973
41949,0.473,10231,102610,0.0,0.0,0.0,99.45,19,1,0,5400,0.5273465810115987,157.80606229353162,3.259932516517521
41950,0.995,12423,222060,0.0,0.0,0.0,98.92,13,0,1,11700,0.41031314321826035,252.76308369793276,4.684232607663934
41954,0.122,12060,95970,0.0,0.0,0.0,99.34,9,1,0,1200,0.7909511516545289,-6.919537266484834,-0.17449334677606565
41967,0.868,12055,120050,4.0,1.0,1.0,99.52,5,0,1,7500,0.04040528306939838,-140.59960634665168,-4.2119634851822285
41985,0.89,17529,210100,1.0,2.0,1.0,98.54,8,0,0,7500,0.05648633956372966,-104.55547538781985,-2.9873236963809258
42005,0.431,20452,91520,0.0,0.0,1.0,98.26,14,0,0,3300,0.2493325168418077,-25.45447497028138,-0.6570461148669438
42048,0.739,14608,180150,0.0,0.0,0.0,98.77,9,1,2,11700,0.519380641382342,299.8362320443835,5.274400114018338
42081,0.847,17890,187600,0.0,0.0,0.0,96.89,16,0,1,7500,0.29572298915456324,116.4965610550742,2.52664752459221
42082,0.787,15345,240060,0.0,0.0,1.0,99.49,6,1,3,13800,0.21105029861431504,161.65105190023397,3.32441084546234
42083,1.0,21909,75080,0.0,2.0,1.0,99.37,3,0,0,3300,0.0911029924471023,-141.42662920062668,-4.241377929230934
42093,0.936,20082,194380,0.0,0.0,0.0,98.86,12,0,0,1200,0.4280009552774887,-82.72405791215242,-2.2974907533542055
42115,0.728,17168,285150,0.0,0.0,1.0,98.82,11,1,0,20100,0.1816436619302075,201.460567085398,3.9567999860734737
42140,0.101,14978,300050,0.0,0.0,1.0,98.86,12,1,0,26400,0.33992985568121536,384.03030834866684,6.171361250535041
42146,0.312,14611,75130,3.0,0.0,0.0,98.19,6,1,3,1200,0.18137715070982918,-173.99305691430243,-5.449362421567834
42157,1.0,15709,143170,0.0,0.0,0.0,99.7,3,1,1,5400,0.43966785361289296,127.50453599052555,2.7295095385529122
42161,0.333,12054,78080,1.0,1.0,0.0,99.61,5,0,1,3300,0.10712303649665605,-124.32238187094815,-3.645244159143579
42168,0.925,10596,70630,3.0,0.0,0.0,99.24,11,0,1,3300,0.1612576807533178,-78.60682323796777,-2.1715608306510847
42227,0.237,15344,227640,2.0,0.0,0.0,98.95,7,1,2,18000,0.3705094989655282,319.1900177737565,5.497602428496107
42236,0.69,10960,187530,1.0,1.0,1.0,99.09,10,0,0,5400,0.03672439663747724,-183.01707039747504,-5.8018618071712735
42244,0.316,14611,174870,0.0,0.0,0.0,99.29,8,1,1,9600,0.7350204984796231,331.1467895744574,5.630196165113773
42310,0.288,18993,225060,0.0,0.0,0.0,98.93,10,1,3,18000,0.7005320417398476,464.35138058128075,6.867890805889287
42312,0.239,21175,237150,0.0,0.0,0.0,99.13,17,1,0,13800,0.7304473773731548,410.73700555674566,6.418640134083626
42320,0.263,27015,110070,0.0,0.0,0.0,98.1,13,0,0,5400,0.6221482000610856,186.54841081942538,3.7272549494189033
42358,0.553,14608,180140,0.0,0.0,0.0,99.34,8,1,3,7500,0.5709843741399351,230.92637914554064,4.385968184302361
42397,0.033,21547,73270,0.0,0.0,0.0,96.68,11,1,0,5700,0.7362287956871725,227.11882961676636,4.332273774090801
42402,0.0,25921,102080,1.0,2.0,0.0,99.57,11,0,0,3300,0.15755189113149415,-81.30815927199377,-2.2540377040299364
42444,0.998,17167,46540,0.0,0.0,0.0,97.72,7,1,0,3300,0.3401088310329596,15.591006977301792,0.3822766799567223
42450,0.745,12051,105100,0.0,0.0,0.0,99.02,10,1,4,5700,0.4598903557388567,143.84165242083947,3.0204743086137285
42482,0.977,18624,244160,3.0,0.0,0.0,98.82,10,1,0,11700,0.17185865556992874,100.95588865340771,2.2305811200257297
42483,0.987,24461,86180,3.0,1.0,0.0,98.4,5,1,0,3300,0.06477745804008397,-175.75253231057997,-5.517469034313816
42504,0.944,23732,511600,5.0,1.0,1.0,98.89,19,1,1,36900,0.12255972147645179,241.27450090040568,4.529342333496037
42532,1.0,12423,149670,1.0,1.0,0.0,99.59,4,1,2,5400,0.08606444426442197,-94.16343070102089,-2.6542568664302513
42564,0.299,12784,195040,0.0,0.0,0.0,96.86,12,1,2,9600,0.49594978739949175,251.16103716469436,4.662899648883876
42566,0.119,12057,102110,1.0,0.0,2.0,99.31,10,1,0,5400,0.17977053717390754,-3.9436742117007686,-0.09907947417989504
42569,0.445,19359,317620,1.0,0.0,0.0,99.23,8,1,1,18000,0.5051429698083475,387.0049633625698,6.199727842404377
42572,0.496,20082,159130,1.0,0.0,1.0,98.28,14,0,2,1200,0.12770715764861584,-207.2330492385651,-6.788056586049049
42610,0.303,19719,260110,1.0,0.0,0.0,99.7,10,1,0,15900,0.47461445988487677,345.60265823033984,5.785299861443347
42627,0.531,18629,69420,2.0,1.0,0.0,99.55,12,0,0,1200,0.15040043725717284,-191.99844985438435,-6.16068139328406
